the_geom,OBJECTID,date no time,Month-num,Month,Helper,Year,Rainfall in mm,date_,country,nearest_pl,hazard_typ,landslide_,trigger,fatalities,injuries,location_a,landslide1,near,distance,State,,population,latitude,longitude
POINT (74.11000000000014 15.150000000000048),443,8/9/2008,8,Aug,Goa 2008,2008,833.1,08/09/2008 07:00:00 AM +0000,India,"Goa-Karnataka link, near Dudhsagar waterfall",landslide,Landslide,Rain,0,0,Known_within_25_km,Medium,Quepem,7.7918,Goa,,7750,34.2601,75.4466
POINT (73.47000000000016 18.720000000000045),446,8/10/2008,8,Aug,Maharashtra 2008,2008,257.6,08/10/2008 07:00:00 AM +0000,India,"Monkey Hill and Khandala, Maharashtra",landslide,Landslide,Rain,0,0,Unknown,Medium,Lonavale,7.68478,Maharashtra,,92113,25.5265,93.8673
POINT (76.84030000000014 9.732700000000031),459,5/28/2008,5,May,Kerala 2008,2008,81.2,05/28/2008 07:00:00 AM +0000,India,"Periyanmala, Kottayam district, Kerala, India",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Erattupetta,7.22205,Kerala,,1464,27.7565,88.632
POINT (94.25000000000014 26.13800000000006),542,8/19/2008,8,Aug,Nagaland 2008,2008,358.6,08/19/2008 07:00:00 AM +0000,India,"Akuk village, Wokha District, Nagaland",landslide,Mudslide,Downpour,4,0,Known_within_50_km,Medium,Wokha,4.59727,Nagaland,,30418,24.2451,94.0691
POINT (74.98450000000015 33.951300000000096),544,5/5/2008,5,May,Kashmir 2008,2008,63.3,05/05/2008 07:00:00 AM +0000,India,Srinagar-Leh highway at Gomri,landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Awantapur,4.50029,Kashmir,,2571,30.5345,79.0853
POINT (77.0900000000001 31.130000000000084),561,8/8/2008,8,Aug,Himachal Pradesh 2008,2008,224.7,08/08/2008 07:00:00 AM +0000,India,"Barog, Shimla; Chandigarh-Shimla national highway",landslide,Landslide,Rain,0,0,Known_within_15_km,Medium,Jutogh,4.18733,Himachal Pradesh,,2571,30.5345,79.0853
POINT (75.20060000000014 33.253700000000066),572,1/16/2008,1,Jan,Kashmir 2008,2008,153.5,01/16/2008 08:00:00 AM +0000,India,"Panthihal, Srinagar-Jammu highway",landslide,Landslide,Snowfall_snowmelt,0,0,Known_within_50_km,Medium,Ramban,3.88578,Kashmir,,1495,31.5168,78.0976
POINT (77.16130000000013 32.28620000000009),597,3/17/2008,3,Mar,Himachal Pradesh 2008,2008,6.3,03/17/2008 07:00:00 AM +0000,India,"Nehrukund in Manali, Himachal Pradesh",landslide,Landslide,Snowfall_snowmelt,25,0,Known_within_25_km,Medium,Manali,3.43787,Himachal Pradesh,,8364,25.5242,92.9914
POINT (74.81620000000011 34.061400000000084),609,2/3/2008,2,Feb,Kashmir 2008,2008,130.8,02/03/2008 08:00:00 AM +0000,India,"near Jawahar, along Sringar Jammu highway",landslide,Landslide,Rain,0,0,Known_within_25_km,Medium,Srinagar,3.24684,Kashmir,,15118,25.426,94.6024
POINT (93.97840000000018 24.659600000000093),622,6/9/2008,6,Jun,Manipur 2008,2008,327.4,06/09/2008 07:00:00 AM +0000,India,"near Kuloor church, in Manipur along National Highway",landslide,Landslide,Monsoon,0,0,Unknown,Medium,Thoubal,2.9361,Manipur,,37475,34.3061,77.3265
POINT (75.09440000000014 32.565900000000084),625,6/15/2008,6,Jun,Kashmir 2008,2008,134.9,06/15/2008 07:00:00 AM +0000,India,"Charan Padika, Jammu",landslide,Landslide,Rain,0,0,Known_within_50_km,Medium,Samba,2.91602,Kashmir,,29499,25.8877,94.7861
POINT (77.08900000000013 30.895000000000067),650,12/21/2008,12,Dec,Himachal Pradesh 2008,2008,38.9,12/21/2008 08:00:00 AM +0000,India,"Kalka-Shimla rail line, 1 km from Dharampur railway station at Tunnel No. 27",landslide,Rockfall,Unknown,1,0,Known_within_25_km,Medium,Solan,2.41518,Himachal Pradesh,,92113,25.4191,94.1079
POINT (93.62870000000012 27.099800000000098),656,6/14/2008,6,Jun,Arunachal Pradesh 2008,2008,423.6,06/14/2008 07:00:00 AM +0000,India,"Itanagar-Naharlagun, Arunachal Pradesh",landslide,Landslide,Rain,21,0,Known_within_15_km,Large,Itanagar,2.34889,Arunachal Pradesh,,92113,25.4192,94.108
POINT (80.10000000000015 29.33000000000007),668,7/18/2008,7,Jul,Uttarakhand 2008,2008,313.3,07/18/2008 07:00:00 AM +0000,India,Sukhidhang area of Champawat district in Uttarakhand,landslide,Landslide,Rain,14,0,Known_within_5_km,Medium,Champawat,2.22339,Uttarakhand,,223523,25.0604,93.9877
POINT (74.9985000000001 33.93370000000008),670,4/5/2008,4,Apr,Kashmir 2008,2008,97.7,04/05/2008 07:00:00 AM +0000,India,"Panthial, 170 kilometres from Jammu, Jammu-Srinagar highway",landslide,Landslide,Rain,0,0,Known_within_50_km,Medium,Awantapur,2.18023,Kashmir,,25581,28.3092,95.4149
POINT (75.19230000000012 33.43410000000009),677,1/7/2008,1,Jan,Kashmir 2008,2008,153.5,01/07/2008 08:00:00 AM +0000,India,"between Banihal and Batote, Udhampur, National Highway, Jammu",landslide,Landslide,Rain,0,0,Known_within_25_km,Medium,Banihal,2.06191,Kashmir,,92113,25.4196,94.1054
POINT (73.97400000000012 15.32300000000005),681,9/10/2008,9,Sep,Goa 2008,2008,551.2,09/10/2008 07:00:00 AM +0000,India,"Solva, Raia",landslide,Rockfall,Rain,0,0,Known_within_5_km,Medium,Raia,2.01897,Goa,,24931,12.7796,75.5844
POINT (76.79370000000013 11.348400000000037),689,2/13/2008,2,Feb,Tamil Nadu 2008,2008,29.1,02/13/2008 08:00:00 AM +0000,India,Alwarpet in Coonoor,landslide,Landslide,Rain,0,0,Known_within_10_km,Medium,Wellington,1.94569,Tamil Nadu,,17123,30.885,78.6695
POINT (77.60920000000011 12.975200000000042),694,2/8/2008,2,Feb,Karnataka 2008,2008,20.7,02/08/2008 08:00:00 AM +0000,India,Kodaikanal,landslide,Landslide,Rain,0,0,Known_within_15_km,Medium,Bangalore,1.7211,Karnataka,,25581,28.3036,95.4112
POINT (88.48000000000016 27.070000000000075),708,6/30/2008,6,Jun,Bengal 2008,2008,526.5,06/30/2008 07:00:00 AM +0000,India,Kalimpong,landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Kalimpang,1.49112,Bengal,,2571,30.506,79.1127
POINT (94.11670000000012 27.233300000000067),730,10/29/2008,10,Oct,Assam 2008,2008,133.4,10/29/2008 07:00:00 AM +0000,India,North Lakhimpur,landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,North Lakhimpur,1.31739,Assam,,47571,29.7911,80.058
POINT (88.60900000000012 27.337000000000074),733,8/28/2008,8,Aug,Sikkim 2008,2008,636.3,08/28/2008 07:00:00 AM +0000,India,"Ranka, Sikkim and Louing road",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Gangtok,1.28629,Sikkim,,31978,34.6507,74.7362
POINT (74.92770000000014 33.00000000000009),747,8/15/2008,8,Aug,Kashmir 2008,2008,166,08/15/2008 07:00:00 AM +0000,India,Riasi district of Jammu and Kashmir,landslide,Landslide,Downpour,0,0,Known_within_15_km,Medium,Katra,1.00536,Kashmir,,1464,27.7344,88.633
POINT (78.13330000000016 27.016700000000096),749,10/12/2008,10,Oct,Uttar Pradesh 2008,2008,239.6,10/12/2008 07:00:00 AM +0000,India,Lehrakapura village near Shamsabad town,landslide,Mudslide,Rain,0,0,Known_within_25_km,Medium,Shamsabad,0.97557,Uttar Pradesh,,1464,27.7344,88.633
POINT (88.28000000000017 26.890000000000068),765,6/29/2008,6,Jun,Bengal 2008,2008,526.5,06/29/2008 07:00:00 AM +0000,India,"Kurseong sub division, Mamring",landslide,Landslide,Unknown,0,0,Known_within_5_km,Medium,Karsiyang,0.87238,Bengal,,0,31.8931,78.63
POINT (75.24700000000014 33.2450000000001),769,12/20/2008,12,Dec,Kashmir 2008,2008,89.8,12/20/2008 08:00:00 AM +0000,India,"Panthal in Ramban district, National Highway 1; 174 km from Jammu",landslide,Landslide,Rain,0,0,Known_within_25_km,Medium,Ramban,0.8301,Kashmir,,0,31.8833,78.6167
POINT (73.83770000000011 15.392500000000055),771,6/6/2008,6,Jun,Goa 2008,2008,798.5,06/06/2008 07:00:00 AM +0000,India,"Jetty, Desterovaddo, Bharatline-Tarivaddo and Harbour, Vasco, Goa",landslide,Landslide,Rain,0,0,Known_within_50_km,Medium,Chicalim,0.80546,Goa,,265331,23.591,92.9296
POINT (77.16000000000015 31.10000000000011),773,8/17/2008,8,Aug,Himachal Pradesh 2008,2008,224.7,08/17/2008 07:00:00 AM +0000,India,Shimla district,landslide,Landslide,Rain,0,0,Known_within_15_km,Medium,Shimla,0.79982,Himachal Pradesh,,25581,27.8458,95.2253
POINT (94.09890000000016 27.229800000000097),779,6/15/2008,6,Jun,Assam 2008,2008,414.6,06/15/2008 07:00:00 AM +0000,India,"Lakhimpur district, Bihpuria, Assam",landslide,Landslide,Downpour,17,0,Known_within_25_km,Medium,North Lakhimpur,0.75347,Assam,,17123,30.966,78.4151
POINT (76.69000000000014 11.410000000000037),787,6/25/2008,6,Jun,Tamil Nadu 2008,2008,51.5,06/25/2008 07:00:00 AM +0000,India,Udhagamandalam,landslide,Landslide,Downpour,0,0,Known_within_15_km,Medium,Ooty,0.68195,Tamil Nadu,,92113,25.4379,94.1162
POINT (94.10660000000016 25.670000000000098),788,8/29/2008,8,Aug,Nagaland 2008,2008,358.6,08/29/2008 07:00:00 AM +0000,India,"Kohima, Nagaland",landslide,Complex,Downpour,0,0,Known_within_25_km,Medium,Kohima,0.67975,Nagaland,,32442,29.607,79.9298
POINT (77.30000000000015 30.560000000000088),801,9/19/2008,9,Sep,Himachal Pradesh 2008,2008,142.6,09/19/2008 07:00:00 AM +0000,India,Anni and Nahan,landslide,Landslide,Downpour,6,0,Known_within_10_km,Medium,Nahan,0.57633,Himachal Pradesh,,20216,30.4521,78.754
POINT (77.16450000000012 31.10000000000011),806,9/19/2008,9,Sep,Himachal Pradesh 2008,2008,142.6,09/19/2008 07:00:00 AM +0000,India,"Rohru,Theog and Chopal sub-divisions, Shimla, Himachal Pradesh",landslide,Landslide,Downpour,38,0,Known_within_10_km,Large,Shimla,0.53056,Himachal Pradesh,,13838,34.4678,76.3778
POINT (75.54640000000013 33.15170000000009),840,1/6/2008,1,Jan,Kashmir 2008,2008,153.3,01/06/2008 08:00:00 AM +0000,India,"Kandi Canal Project, Gandoh area, Doda district, Kashmir",landslide,Landslide,Rain,1,0,Known_within_15_km,Medium,Doda,0.3282,Kashmir,,13838,34.4678,76.3778
POINT (88.27780000000016 26.885000000000076),846,6/20/2008,6,Jun,Bengal 2008,2008,526.5,06/20/2008 07:00:00 AM +0000,India,Kurseong sub division,landslide,Landslide,Rain,0,0,Known_within_25_km,Medium,Karsiyang,0.2804,Bengal,,55290,25.0951,92.3567
POINT (75.24200000000015 33.2418000000001),851,2/13/2008,2,Feb,Kashmir 2008,2008,130.8,02/13/2008 08:00:00 AM +0000,India,"Ramban, near Sringar-Jammu highway",landslide,Landslide,Rain,0,0,Known_within_10_km,Medium,Ramban,0.25202,Kashmir,,18950,12.6445,75.605
POINT (75.23950000000015 33.239500000000106),871,1/9/2008,1,Jan,Kashmir 2008,2008,153.3,01/09/2008 08:00:00 AM +0000,India,"Panthihal near Ramban,  Srinagar-Jammu highway",landslide,Landslide,Rain,0,0,Known_within_15_km,Medium,Ramban,0.16739,Kashmir,,14540,14.7812,74.499
POINT (92.80000000000017 27.700000000000074),10,8/12/2009,8,Aug,Arunachal Pradesh 2009,2009,370.3,08/12/2009 07:00:00 AM +0000,India,"Upper Subansiri District, Arunanchal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Bomdila,60.8421,Arunachal Pradesh,,1495,31.6223,78.0193
POINT (93.50000000000014 24.992500000000085),36,8/20/2009,8,Aug,Assam 2009,2009,533.8,08/20/2009 07:00:00 AM +0000,India,"Tamei, Tamenglong district on Imphal-Tamenglong (IT) road",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Mahur,44.34393,Assam,,8708,30.0134,79.9261
POINT (94.41820000000016 24.862800000000075),47,8/30/2009,8,Aug,Manipur 2009,2009,380.9,08/30/2009 07:00:00 AM +0000,India,"Road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, Manipur",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Yairipok,42.70454,Manipur,,8364,25.5215,93.1645
POINT (77.57960000000017 32.4035000000001),50,9/10/2009,9,Sep,Himachal Pradesh 2009,2009,172.1,09/10/2009 07:00:00 AM +0000,India,"Manali Kaza-Manali Road near Kunzum Pass, Spiti Valley, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Manali,41.41265,Himachal Pradesh,,39982,25.0633,92.8025
POINT (78.61670000000011 31.88330000000011),117,9/10/2009,9,Sep,Himachal Pradesh 2009,2009,172.1,09/10/2009 07:00:00 AM +0000,India,"Kaza-Kinnaur highway near Nako, Spiti Valley, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Diyag,26.72934,Himachal Pradesh,,152393,25.0477,92.801
POINT (74.49900000000015 14.781200000000084),128,10/2/2009,10,Oct,Karnataka 2009,2009,287.4,10/02/2009 07:00:00 AM +0000,India,"Madibag near Kadwad village, Uttara Kannada district, North Karnataka",landslide,Landslide,Downpour,24,0,Known_within_10_km,Large,Ankola,24.82337,Karnataka,,2571,30.0667,79.0193
POINT (93.16450000000012 25.521500000000085),131,8/20/2009,8,Aug,Assam 2009,2009,533.8,08/20/2009 07:00:00 AM +0000,India,Lumding-Badarpur section in North Cachar Hills district,landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Maibong,24.54328,Assam,,48824,26.3333,91.25
POINT (77.17110000000015 10.301800000000082),147,11/8/2009,11,Nov,Tamil Nadu 2009,2009,314.7,11/08/2009 08:00:00 AM +0000,India,"Marayoor in Idukki district, Kerala",landslide,Landslide,Downpour,1,0,Known_within_5_km,Medium,Dhali,23.04808,Tamil Nadu,,38285,9.4237,76.9371
POINT (76.2227000000001 11.269500000000061),177,9/19/2009,9,Sep,Kerala 2009,2009,326.5,09/19/2009 07:00:00 AM +0000,India,"Nilambur, Malappuram, Kerala State",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Manjeri,20.24712,Kerala,,38285,9.4237,76.9371
POINT (88.13650000000015 27.264400000000048),225,8/19/2009,8,Aug,Sikkim 2009,2009,568.4,08/19/2009 07:00:00 AM +0000,India,"Sombaria, West Sikkim",landslide,Landslide,Downpour,2,0,Known_within_10_km,Medium,Naya Bazar,17.99072,Sikkim,,2571,30.2733,79.233
POINT (75.99570000000013 11.481600000000082),240,10/3/2009,10,Oct,Kerala 2009,2009,205.2,10/03/2009 07:00:00 AM +0000,India,"Puddipadi, Kozhikode, Kerala",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Kalpetta,17.10449,Kerala,,1351,31.8246,77.4702
POINT (88.47000000000017 26.890000000000068),250,6/17/2009,6,Jun,Bengal 2009,2009,350.6,06/17/2009 07:00:00 AM +0000,India,"Sevoke, 20km from Siliguri, North Eastern, India (Highway NH31A:Coronation Bridge to the Sevoke police outpost section blocked)",landslide,Mudslide,Downpour,0,0,Known_within_5_km,Medium,Odlabari,16.91825,Bengal,,7121,27.44,92.2833
POINT (88.76480000000012 27.37460000000007),267,8/26/2009,8,Aug,Sikkim 2009,2009,568.4,08/26/2009 07:00:00 AM +0000,India,"17th Mile towards Tsomgo Lake, near Kyongsala, Sikkim",landslide,Landslide,Rain,0,0,Known_within_25_km,Medium,Gangtok,16.04466,Sikkim,,2000,30.2835,79.2498
POINT (77.22340000000015 32.35100000000009),343,9/3/2009,9,Sep,Himachal Pradesh 2009,2009,172.1,09/03/2009 07:00:00 AM +0000,India,Marhi region of Himachal Pradesh,landslide,Landslide,Rain,0,0,Known_within_10_km,Medium,Manali,11.34343,Himachal Pradesh,,39982,25.2946,92.8339
POINT (88.36300000000014 26.791400000000092),348,8/16/2009,8,Aug,Bengal 2009,2009,568.4,08/16/2009 07:00:00 AM +0000,India,"Gourishankar tea estate premises, Darjeeling, West Bengal",landslide,Landslide,Downpour,4,0,Known_within_10_km,Medium,Shiliguri,11.12389,Bengal,,92113,25.8782,94.1739
POINT (88.36300000000014 26.791400000000092),349,8/16/2009,8,Aug,Bengal 2009,2009,568.4,08/16/2009 07:00:00 AM +0000,India,"Rohini-Sirubari road, Darjeeling, West Bengal",landslide,Landslide,Downpour,1,0,Known_within_10_km,Medium,Shiliguri,11.12389,Bengal,,1147,27.3425,88.2426
POINT (74.25660000000012 14.73950000000009),383,10/2/2009,10,Oct,Karnataka 2009,2009,287.4,10/02/2009 07:00:00 AM +0000,India,National Highway 17 between Karwar and Ankola (,landslide,Landslide,Downpour,0,0,Known_within_15_km,Medium,Ankola,10.16166,Karnataka,,21787,30.6358,77.5435
POINT (76.89020000000012 8.742000000000084),385,9/12/2009,9,Sep,Kerala 2009,2009,326.5,09/12/2009 07:00:00 AM +0000,India,"Vamanapuram, Thiruvananthapuram district in the state of Kerala",landslide,Landslide,Rain,1,0,Known_within_1_km,Medium,Attingal,9.88646,Kerala,,1464,27.7167,88.5577
POINT (88.26800000000017 26.95990000000009),432,8/16/2009,8,Aug,Bengal 2009,2009,568.4,08/16/2009 07:00:00 AM +0000,India,"Malutar tea estate , Darjeeling, West Bengal",landslide,Landslide,Downpour,2,0,Known_within_5_km,Medium,Darjiling,8.13774,Bengal,,6494,10.3018,77.1711
POINT (88.61150000000012 27.195400000000088),438,9/17/2009,9,Sep,Sikkim 2009,2009,174.6,09/17/2009 07:00:00 AM +0000,India,"4th Mile on road between Rongli, Rhenock and Rangpo in East Sikkim.",landslide,Landslide,Rain,0,0,Known_within_5_km,Medium,Rangpo,7.97646,Sikkim,,7750,34.1601,75.496
POINT (88.45750000000012 27.134400000000053),452,8/20/2009,8,Aug,Bengal 2009,2009,568.4,08/20/2009 07:00:00 AM +0000,India,"Melli Chalisey, Sikkim",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Kalimpang,7.35875,Bengal,,33408,9.5527,76.9299
POINT (75.8289000000001 11.447700000000065),453,10/3/2009,10,Oct,Kerala 2009,2009,205.2,10/03/2009 07:00:00 AM +0000,India,"Balussery, Kozhikode, Kerala",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Naduvannar,7.35169,Kerala,,2571,30.262,79.2191
POINT (78.56580000000015 29.70360000000008),475,9/1/2009,9,Sep,Uttarakhand 2009,2009,206.6,09/01/2009 07:00:00 AM +0000,India,Chinona area in Almora district,landslide,Landslide,Downpour,3,0,Known_within_5_km,Medium,Kotdwara,6.28807,Uttarakhand,,33408,9.6326,76.9792
POINT (88.26620000000017 26.832600000000095),503,8/16/2009,8,Aug,Bengal 2009,2009,568.4,08/16/2009 07:00:00 AM +0000,India,"Pankhabari, Darjeeling, West Bengal",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Karsiyang,5.63895,Bengal,,33748,26.4205,94.9731
POINT (88.26620000000017 26.832600000000095),504,8/16/2009,8,Aug,Bengal 2009,2009,568.4,08/16/2009 07:00:00 AM +0000,India,"Pankhabari, National Highway 55 connecting Kurseong with Siliguri and Darjeeling",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Karsiyang,5.63895,Bengal,,33748,26.4205,94.9731
POINT (88.27980000000017 26.83420000000009),511,9/18/2009,9,Sep,Bengal 2009,2009,174.6,09/18/2009 07:00:00 AM +0000,India,Tindharia and Rong Tong,landslide,Landslide,Rain,0,0,Known_within_50_km,Medium,Karsiyang,5.35873,Bengal,,2571,30.1944,79.1939
POINT (88.31430000000015 26.85720000000006),541,7/22/2009,7,Jul,Bengal 2009,2009,456.1,07/22/2009 07:00:00 AM +0000,India,"Gayabari,  West Bengal",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Karsiyang,4.62496,Bengal,,33748,26.0977,94.7031
POINT (80.13270000000013 29.408500000000085),558,8/17/2009,8,Aug,Uttarakhand 2009,2009,202.6,08/17/2009 07:00:00 AM +0000,India,Pithoragarh district,landslide,Landslide,Continuous_rain,0,0,Known_within_25_km,Medium,Lohaghat,4.21438,Uttarakhand,,37475,34.2116,77.3504
POINT (88.52700000000013 27.47800000000009),589,7/26/2009,7,Jul,Sikkim 2009,2009,456.1,07/26/2009 07:00:00 AM +0000,India,"Bar Khola at 4th Mile, Lower Mangshila in North Sikkim",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Mangan,3.541,Sikkim,,75986,17.0661,73.5027
POINT (88.25920000000016 27.009500000000084),633,5/26/2009,5,May,Bengal 2009,2009,308.7,05/26/2009 07:00:00 AM +0000,India,"Rangiabong (Jorbungalow), Darjeeling, West Bengal",landslide,Landslide,Tropical_Cyclone,6,0,Known_within_5_km,Medium,Darjiling,2.7428,Bengal,,92113,25.4769,94.1351
POINT (72.5660000000001 23.03960000000009),637,11/20/2009,11,Nov,Gujarat 2009,2009,8.1,11/20/2009 08:00:00 AM +0000,India,"Parimal underpass near Juta Bazaar, Ahmedabad, Gujrat State",landslide,Landslide,Construction,5,1,Known_within_10_km,Medium,Ahmedabad,2.66246,Gujarat,,2000,30.3629,79.2143
POINT (88.16670000000013 26.899200000000093),642,8/20/2009,8,Aug,Bengal 2009,2009,568.4,08/20/2009 07:00:00 AM +0000,India,"(Okai Tea Garden) Mirik, Darjeeling, West Bengal",landslide,Landslide,Continuous_rain,2,0,Known_within_1_km,Medium,Mirik,2.62334,Bengal,,92113,25.4788,94.1399
POINT (72.88990000000014 19.094900000000074),643,9/3/2009,9,Sep,Maharashtra 2009,2009,159.9,09/03/2009 07:00:00 AM +0000,India,"Saki Naka in Andheri area, Mumbai suburb/slum (Sakinaka is around 23 miles (35 kilometers) from downtown Mumbai)",landslide,Mudslide,Downpour,12,0,Known_within_10_km,Large,Mumbai,2.56093,Maharashtra,,52728,22.7176,92.8416
POINT (73.38520000000013 18.759100000000064),661,6/29/2009,6,Jun,Maharashtra 2009,2009,78.1,06/29/2009 07:00:00 AM +0000,India,"Adoshi tunnel,  Khandala Ghat, on Pune-Mumbai Expressway",landslide,Rockfall,Continuous_rain,1,0,Known_within_1_km,Medium,Lonavale,2.27769,Maharashtra,,92113,25.4786,94.1327
POINT (76.90010000000014 31.549400000000077),690,9/9/2009,9,Sep,Himachal Pradesh 2009,2009,172.1,09/09/2009 07:00:00 AM +0000,India,"Bilaspur and Mandi towns, Chandigarh-Manali National Highway-21, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Sundarnagar,1.92689,Himachal Pradesh,,13865,30.7412,79.4929
POINT (93.12300000000013 25.1718000000001),702,8/27/2009,8,Aug,Assam 2009,2009,533.8,08/27/2009 07:00:00 AM +0000,India,between Mahur and Phaiding railway stations on Barail hills (Mahur and Barail hills located),landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Mahur,1.57696,Assam,,13865,30.7412,79.4929
POINT (88.47780000000014 27.074000000000094),720,8/16/2009,8,Aug,Bengal 2009,2009,568.4,08/16/2009 07:00:00 AM +0000,India,"Katare village, 80 km from Kalimpong",landslide,Landslide,Downpour,1,0,Unknown,Medium,Kalimpang,1.40893,Bengal,,2571,30.4619,79.0765
POINT (88.47790000000012 27.07360000000008),721,8/16/2009,8,Aug,Bengal 2009,2009,568.4,08/16/2009 07:00:00 AM +0000,India,"Kalimpong , Darjeeling, West Bengal",landslide,Landslide,Downpour,2,0,Known_within_5_km,Medium,Kalimpang,1.39876,Bengal,,34021,26.1498,94.6055
